2025-11-01 21:07:16.363 [main] INFO  c.t.s.handler.JobHandlerRegistry - Registered job handler for app 'sms': SmsJobHandler
2025-11-01 21:07:16.364 [main] INFO  c.t.s.MultiAppSchedulerManager - Registered app 'sms' with handler SmsJobHandler
2025-11-01 21:07:16.364 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ✅ Registered SMS application → Console output: sms-notifications
2025-11-01 21:07:16.399 [main] INFO  c.t.scheduler.AppJobHistoryTracker - Job history table 'sipcall_job_execution_history' ensured to exist for app 'sipcall'
2025-11-01 21:07:16.400 [main] INFO  c.t.scheduler.InfiniteAppScheduler - InfiniteAppScheduler created for app 'sipcall' with table prefix 'sipcall_scheduled_jobs' and history table 'sipcall_job_execution_history'
2025-11-01 21:07:16.400 [main] INFO  c.t.s.handler.JobHandlerRegistry - Registered job handler for app 'sipcall': SipCallJobHandler
2025-11-01 21:07:16.400 [main] INFO  c.t.s.MultiAppSchedulerManager - Registered app 'sipcall' with handler SipCallJobHandler
2025-11-01 21:07:16.400 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ✅ Registered SIPCall application → Console output: sipcall-queue
2025-11-01 21:07:16.437 [main] INFO  c.t.scheduler.AppJobHistoryTracker - Job history table 'payment_gateway_job_execution_history' ensured to exist for app 'payment_gateway'
2025-11-01 21:07:16.438 [main] INFO  c.t.scheduler.InfiniteAppScheduler - InfiniteAppScheduler created for app 'payment_gateway' with table prefix 'payment_gateway_scheduled_jobs' and history table 'payment_gateway_job_execution_history'
2025-11-01 21:07:16.438 [main] INFO  c.t.s.handler.JobHandlerRegistry - Registered job handler for app 'payment_gateway': PaymentGatewayJobHandler
2025-11-01 21:07:16.438 [main] INFO  c.t.s.MultiAppSchedulerManager - Registered app 'payment_gateway' with handler PaymentGatewayJobHandler
2025-11-01 21:07:16.438 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ✅ Registered Payment Gateway application → Console output: payment-transactions
2025-11-01 21:07:16.538 [main] INFO  io.javalin.Javalin - Starting Javalin ...
2025-11-01 21:07:16.616 [main] INFO  org.eclipse.jetty.server.Server - jetty-11.0.17; built: 2023-10-09T18:39:14.424Z; git: 48e7716b9462bebea6732b885dbebb4300787a5c; jvm 21.0.5+11-LTS
2025-11-01 21:07:16.645 [main] INFO  o.e.j.s.s.DefaultSessionIdManager - Session workerName=node0
2025-11-01 21:07:16.654 [main] INFO  o.e.j.server.handler.ContextHandler - Started i.j.j.@5b4d25e7{/,null,AVAILABLE}
2025-11-01 21:07:16.673 [main] INFO  o.e.jetty.server.AbstractConnector - Started ServerConnector@8c46918{HTTP/1.1, (http/1.1)}{0.0.0.0:7072}
2025-11-01 21:07:16.676 [main] INFO  org.eclipse.jetty.server.Server - Started Server@16a9a4f1{STARTING}[11.0.17,sto=0] @1176ms
2025-11-01 21:07:16.676 [main] INFO  io.javalin.Javalin - 
       __                  ___          ______
      / /___ __   ______ _/ (_)___     / ____/
 __  / / __ `/ | / / __ `/ / / __ \   /___ \
/ /_/ / /_/ /| |/ / /_/ / / / / / /  ____/ /
\____/\__,_/ |___/\__,_/_/_/_/ /_/  /_____/

       https://javalin.io/documentation

2025-11-01 21:07:16.676 [main] INFO  io.javalin.Javalin - Your JDK supports Loom. Javalin will prefer Virtual Threads by default. Disable with `ConcurrencyUtil.useLoom = false`.
2025-11-01 21:07:16.697 [main] INFO  io.javalin.Javalin - Static file handler added: StaticFileConfig(hostedPath=/, directory=/public, location=CLASSPATH, precompress=false, aliasCheck=null, headers={Cache-Control=max-age=0}, skipFileFunction=Function1<jakarta.servlet.http.HttpServletRequest, java.lang.Boolean>, mimeTypes=io.javalin.http.staticfiles.MimeTypesConfig@68c87fc3). File system location: 'jar:file:/home/mustafa/telcobright-projects/routesphere/infinite-scheduler/target/infinite-scheduler-1.0.0.jar!/public'
2025-11-01 21:07:16.701 [main] INFO  io.javalin.Javalin - Listening on http://localhost:7072/
2025-11-01 21:07:16.712 [main] INFO  io.javalin.Javalin - You are running Javalin 5.6.3 (released October 15, 2023. Your Javalin version is 748 days old. Consider checking for a newer version.).
2025-11-01 21:07:16.713 [main] INFO  io.javalin.Javalin - Javalin started in 177ms \o/
2025-11-01 21:07:16.715 [main] INFO  c.t.scheduler.web.JobStatusApi - Job Status API started on port 7072
2025-11-01 21:07:16.715 [main] INFO  c.t.scheduler.web.JobStatusApi - Access UI at: http://localhost:7072/index.html
2025-11-01 21:07:16.722 [main] INFO  c.t.s.MultiAppSchedulerManager - Registered JobCompletionListener
2025-11-01 21:07:16.739 [main] INFO  c.m.v.c.i.AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, contextClassLoaderSource -> caller, dataSourceName -> z8kfsxbehqv2hi2tb9ax|24105dc5, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.cj.jdbc.Driver, extensions -> {}, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, forceSynchronousCheckins -> false, forceUseNamedDriverClass -> false, identityToken -> z8kfsxbehqv2hi2tb9ax|24105dc5, idleConnectionTestPeriod -> 50, initialPoolSize -> 3, jdbcUrl -> jdbc:mysql://127.0.0.1:3306/scheduler?useSSL=false&serverTimezone=UTC, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 10, maxStatements -> 0, maxStatementsPerConnection -> 120, minPoolSize -> 1, numHelperThreads -> 3, preferredTestQuery -> SELECT 1, privilegeSpawnedThreads -> false, properties -> {password=******, user=******}, propertyCycle -> 0, statementCacheNumDeferredCloseThreads -> 0, testConnectionOnCheckin -> true, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, userOverrides -> {}, usesTraditionalReflectiveProxies -> false ]
2025-11-01 21:07:16.854 [main] INFO  c.t.s.MultiAppSchedulerManager - Started shared Quartz scheduler
2025-11-01 21:07:16.854 [main] INFO  c.t.scheduler.QuartzCleanupService - Starting Quartz cleanup service with interval: 5 minutes
2025-11-01 21:07:16.854 [quartz-cleanup] INFO  c.t.scheduler.QuartzCleanupService - Quartz cleanup thread started
2025-11-01 21:07:16.855 [main] INFO  c.t.scheduler.InfiniteAppScheduler - Started scheduler for app 'payment_gateway'
2025-11-01 21:07:16.855 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Fetcher thread started for app 'payment_gateway'
2025-11-01 21:07:16.855 [main] INFO  c.t.scheduler.InfiniteAppScheduler - Started scheduler for app 'sms'
2025-11-01 21:07:16.855 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Fetcher thread started for app 'sms'
2025-11-01 21:07:16.856 [main] INFO  c.t.scheduler.InfiniteAppScheduler - Started scheduler for app 'sipcall'
2025-11-01 21:07:16.856 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Fetcher thread started for app 'sipcall'
2025-11-01 21:07:16.856 [main] INFO  c.t.s.MultiAppSchedulerManager - Started all 3 application schedulers
2025-11-01 21:07:16.856 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ✅ All application schedulers started
2025-11-01 21:07:16.859 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📊 Job generators started:
2025-11-01 21:07:16.859 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI -    - SMS: every 5 seconds
2025-11-01 21:07:16.859 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI -    - SIP Call: every 8 seconds
2025-11-01 21:07:16.859 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI -    - Payment: every 12 seconds
2025-11-01 21:07:16.859 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - 🌐 Web UI: http://localhost:7070/index.html
2025-11-01 21:07:16.859 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ⏰ Press Ctrl+C to stop
2025-11-01 21:07:16.859 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - 
2025-11-01 21:07:16.859 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ╔════════════════════════════════════════════════════════════════════╗
2025-11-01 21:07:16.860 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ║  ✅ INFINITE SCHEDULER STARTED SUCCESSFULLY                        ║
2025-11-01 21:07:16.860 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ║                                                                    ║
2025-11-01 21:07:16.860 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ║  Multi-App Architecture: 3 apps (SMS, SIPCall, Payment)           ║
2025-11-01 21:07:16.860 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ║  Queue Type: CONSOLE (Mock for testing)                           ║
2025-11-01 21:07:16.860 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ║  Web UI: http://localhost:7070/index.html                         ║
2025-11-01 21:07:16.861 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ║  REST API: http://localhost:7070/api/*                            ║
2025-11-01 21:07:16.861 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ║  Database: 127.0.0.1:3306/scheduler                       ║
2025-11-01 21:07:16.862 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ║  Status: RUNNING - Ready to schedule jobs                         ║
2025-11-01 21:07:16.862 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - ╚════════════════════════════════════════════════════════════════════╝
2025-11-01 21:07:16.862 [main] INFO  c.t.s.e.MultiAppSchedulerWithUI - 
2025-11-01 21:07:16.879 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID '09266129-7433-4971-87d6-48feaa0028ed' to execute at 2025-11-01T21:07:26.857618817
2025-11-01 21:07:16.879 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #1 to execute at 2025-11-01 21:07:26
2025-11-01 21:07:16.895 [MultiAppScheduler_Worker-1] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-3252' for app 'sms' with entity ID: e6371cd8-297d-419d-9823-cad32f41cfc2
2025-11-01 21:07:16.900 [MultiAppScheduler_Worker-1] INFO  c.t.s.queue.MockQueueProducer - 🔧 MockQueueProducer initialized for topic: sms-notifications (simulating CONSOLE)
2025-11-01 21:07:16.902 [MultiAppScheduler_Worker-1] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:07:16.902 [MultiAppScheduler_Worker-1] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-3252' for app 'sms' produced to queue 'sms-notifications' successfully in 7 ms
2025-11-01 21:07:16.913 [MultiAppScheduler_Worker-2] INFO  c.t.scheduler.job.GenericJob - Executing job 'sipcall-job-2032' for app 'sipcall' with entity ID: c84b7ac3-d08e-4c69-94ab-0ccf1e04525f
2025-11-01 21:07:16.913 [MultiAppScheduler_Worker-2] INFO  c.t.s.queue.MockQueueProducer - 🔧 MockQueueProducer initialized for topic: sipcall-queue (simulating CONSOLE)
2025-11-01 21:07:16.914 [MultiAppScheduler_Worker-2] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sipcall-queue': 7 fields
2025-11-01 21:07:16.914 [MultiAppScheduler_Worker-2] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sipcall-job-2032' for app 'sipcall' produced to queue 'sipcall-queue' successfully in 1 ms
2025-11-01 21:07:16.958 [MultiAppScheduler_Worker-3] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-3253' for app 'sms' with entity ID: 8cc40005-8dba-47f4-9156-d5582227d529
2025-11-01 21:07:16.959 [MultiAppScheduler_Worker-3] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:07:16.959 [MultiAppScheduler_Worker-3] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-3253' for app 'sms' produced to queue 'sms-notifications' successfully in 1 ms
2025-11-01 21:07:16.974 [MultiAppScheduler_Worker-4] INFO  c.t.scheduler.job.GenericJob - Executing job 'payment-job-1355' for app 'payment_gateway' with entity ID: e003cd51-eafd-4d69-af69-8d31b9ca1a1f
2025-11-01 21:07:16.974 [MultiAppScheduler_Worker-4] INFO  c.t.s.queue.MockQueueProducer - 🔧 MockQueueProducer initialized for topic: payment-transactions (simulating CONSOLE)
2025-11-01 21:07:16.975 [MultiAppScheduler_Worker-4] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'payment-transactions': 7 fields
2025-11-01 21:07:16.975 [MultiAppScheduler_Worker-4] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'payment-job-1355' for app 'payment_gateway' produced to queue 'payment-transactions' successfully in 1 ms
2025-11-01 21:07:17.006 [MultiAppScheduler_Worker-5] INFO  c.t.scheduler.job.GenericJob - Executing job 'sipcall-job-2033' for app 'sipcall' with entity ID: 3658523c-559f-4462-b6d6-346a476f904d
2025-11-01 21:07:17.007 [MultiAppScheduler_Worker-5] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sipcall-queue': 7 fields
2025-11-01 21:07:17.007 [MultiAppScheduler_Worker-5] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sipcall-job-2033' for app 'sipcall' produced to queue 'sipcall-queue' successfully in 1 ms
2025-11-01 21:07:18.871 [pool-1-thread-2] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sipcall' with ID 'bc6ff7a0-54a0-41dc-8a93-da10e339174b' to execute at 2025-11-01T21:07:33.858754994
2025-11-01 21:07:18.871 [pool-1-thread-2] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📞 Scheduled SIP Call job #1 to execute at 2025-11-01 21:07:33
2025-11-01 21:07:20.872 [pool-1-thread-3] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'payment_gateway' with ID '37d79900-3060-4f2b-a1dc-38caaecefc04' to execute at 2025-11-01T21:07:40.859165265
2025-11-01 21:07:20.872 [pool-1-thread-3] INFO  c.t.s.e.MultiAppSchedulerWithUI - 💳 Scheduled Payment job #1 to execute at 2025-11-01 21:07:40
2025-11-01 21:07:21.871 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID '178b2dd4-2296-48ed-9d30-67356022c946' to execute at 2025-11-01T21:07:31.857449845
2025-11-01 21:07:21.871 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #2 to execute at 2025-11-01 21:07:31
2025-11-01 21:07:21.876 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sipcall'
2025-11-01 21:07:21.876 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'payment_gateway'
2025-11-01 21:07:21.876 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 2 entities to schedule for app 'sms'
2025-11-01 21:07:21.918 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-1' for app 'sms' to execute at 2025-11-01T21:07:26.857619
2025-11-01 21:07:21.930 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sipcall-job-1' for app 'sipcall' to execute at 2025-11-01T21:07:33.858755
2025-11-01 21:07:21.941 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'payment-job-1' for app 'payment_gateway' to execute at 2025-11-01T21:07:40.859165
2025-11-01 21:07:21.953 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-2' for app 'sms' to execute at 2025-11-01T21:07:31.857450
2025-11-01 21:07:26.870 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID '6924af07-a581-4597-873c-6229c92338ed' to execute at 2025-11-01T21:07:36.857463579
2025-11-01 21:07:26.871 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #3 to execute at 2025-11-01 21:07:36
2025-11-01 21:07:26.873 [pool-1-thread-2] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sipcall' with ID '4c570d2c-bb54-488b-b4f1-d4b73317aefb' to execute at 2025-11-01T21:07:41.858744963
2025-11-01 21:07:26.874 [pool-1-thread-2] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📞 Scheduled SIP Call job #2 to execute at 2025-11-01 21:07:41
2025-11-01 21:07:26.880 [MultiAppScheduler_Worker-6] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-1' for app 'sms' with entity ID: 09266129-7433-4971-87d6-48feaa0028ed
2025-11-01 21:07:26.881 [MultiAppScheduler_Worker-6] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:07:26.882 [MultiAppScheduler_Worker-6] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-1' for app 'sms' produced to queue 'sms-notifications' successfully in 2 ms
2025-11-01 21:07:26.934 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sipcall'
2025-11-01 21:07:26.957 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:07:26.957 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sipcall-job-2' for app 'sipcall' to execute at 2025-11-01T21:07:41.858745
2025-11-01 21:07:26.979 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-3' for app 'sms' to execute at 2025-11-01T21:07:36.857464
2025-11-01 21:07:31.871 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID 'e3c9c782-e78c-48ce-8604-153175952801' to execute at 2025-11-01T21:07:41.857426936
2025-11-01 21:07:31.871 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #4 to execute at 2025-11-01 21:07:41
2025-11-01 21:07:31.879 [MultiAppScheduler_Worker-7] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-2' for app 'sms' with entity ID: 178b2dd4-2296-48ed-9d30-67356022c946
2025-11-01 21:07:31.880 [MultiAppScheduler_Worker-7] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:07:31.880 [MultiAppScheduler_Worker-7] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-2' for app 'sms' produced to queue 'sms-notifications' successfully in 1 ms
2025-11-01 21:07:31.984 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:07:32.006 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-4' for app 'sms' to execute at 2025-11-01T21:07:41.857427
2025-11-01 21:07:32.871 [pool-1-thread-3] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'payment_gateway' with ID 'c0993b3e-13cb-46e5-8a5a-b646ae36e394' to execute at 2025-11-01T21:07:52.859138018
2025-11-01 21:07:32.872 [pool-1-thread-3] INFO  c.t.s.e.MultiAppSchedulerWithUI - 💳 Scheduled Payment job #2 to execute at 2025-11-01 21:07:52
2025-11-01 21:07:33.882 [MultiAppScheduler_Worker-8] INFO  c.t.scheduler.job.GenericJob - Executing job 'sipcall-job-1' for app 'sipcall' with entity ID: bc6ff7a0-54a0-41dc-8a93-da10e339174b
2025-11-01 21:07:33.883 [MultiAppScheduler_Worker-8] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sipcall-queue': 7 fields
2025-11-01 21:07:33.883 [MultiAppScheduler_Worker-8] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sipcall-job-1' for app 'sipcall' produced to queue 'sipcall-queue' successfully in 1 ms
2025-11-01 21:07:34.867 [pool-1-thread-2] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sipcall' with ID '66990c3b-ef23-456a-b825-2333c1fb4042' to execute at 2025-11-01T21:07:49.858761744
2025-11-01 21:07:34.868 [pool-1-thread-2] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📞 Scheduled SIP Call job #3 to execute at 2025-11-01 21:07:49
2025-11-01 21:07:36.869 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID '88245901-cf6e-431e-99ef-c6cd4e26a062' to execute at 2025-11-01T21:07:46.857391057
2025-11-01 21:07:36.869 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #5 to execute at 2025-11-01 21:07:46
2025-11-01 21:07:36.876 [MultiAppScheduler_Worker-9] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-3' for app 'sms' with entity ID: 6924af07-a581-4597-873c-6229c92338ed
2025-11-01 21:07:36.877 [MultiAppScheduler_Worker-9] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:07:36.877 [MultiAppScheduler_Worker-9] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-3' for app 'sms' produced to queue 'sms-notifications' successfully in 1 ms
2025-11-01 21:07:36.950 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'payment_gateway'
2025-11-01 21:07:36.963 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sipcall'
2025-11-01 21:07:36.965 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'payment-job-2' for app 'payment_gateway' to execute at 2025-11-01T21:07:52.859138
2025-11-01 21:07:36.984 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sipcall-job-3' for app 'sipcall' to execute at 2025-11-01T21:07:49.858762
2025-11-01 21:07:37.009 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:07:37.024 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-5' for app 'sms' to execute at 2025-11-01T21:07:46.857391
2025-11-01 21:07:40.881 [MultiAppScheduler_Worker-10] INFO  c.t.scheduler.job.GenericJob - Executing job 'payment-job-1' for app 'payment_gateway' with entity ID: 37d79900-3060-4f2b-a1dc-38caaecefc04
2025-11-01 21:07:40.882 [MultiAppScheduler_Worker-10] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'payment-transactions': 7 fields
2025-11-01 21:07:40.882 [MultiAppScheduler_Worker-10] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'payment-job-1' for app 'payment_gateway' produced to queue 'payment-transactions' successfully in 1 ms
2025-11-01 21:07:41.870 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID '0c2d7847-ba9d-4376-bea4-a31521bc1c53' to execute at 2025-11-01T21:07:51.857462496
2025-11-01 21:07:41.871 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #6 to execute at 2025-11-01 21:07:51
2025-11-01 21:07:41.879 [MultiAppScheduler_Worker-11] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-4' for app 'sms' with entity ID: e3c9c782-e78c-48ce-8604-153175952801
2025-11-01 21:07:41.881 [MultiAppScheduler_Worker-11] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:07:41.881 [MultiAppScheduler_Worker-11] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-4' for app 'sms' produced to queue 'sms-notifications' successfully in 1 ms
2025-11-01 21:07:41.903 [MultiAppScheduler_Worker-12] INFO  c.t.scheduler.job.GenericJob - Executing job 'sipcall-job-2' for app 'sipcall' with entity ID: 4c570d2c-bb54-488b-b4f1-d4b73317aefb
2025-11-01 21:07:41.904 [MultiAppScheduler_Worker-12] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sipcall-queue': 7 fields
2025-11-01 21:07:41.905 [MultiAppScheduler_Worker-12] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sipcall-job-2' for app 'sipcall' produced to queue 'sipcall-queue' successfully in 2 ms
2025-11-01 21:07:42.031 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:07:42.063 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-6' for app 'sms' to execute at 2025-11-01T21:07:51.857462
2025-11-01 21:07:42.872 [pool-1-thread-3] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sipcall' with ID 'f1809a3b-2038-4dd2-be4c-4997bb9ae51e' to execute at 2025-11-01T21:07:57.858792843
2025-11-01 21:07:42.872 [pool-1-thread-3] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📞 Scheduled SIP Call job #4 to execute at 2025-11-01 21:07:57
2025-11-01 21:07:44.863 [pool-1-thread-2] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'payment_gateway' with ID '1dbc9c0f-f1b5-4953-be24-9221cd3cca31' to execute at 2025-11-01T21:08:04.859071624
2025-11-01 21:07:44.864 [pool-1-thread-2] INFO  c.t.s.e.MultiAppSchedulerWithUI - 💳 Scheduled Payment job #3 to execute at 2025-11-01 21:08:04
2025-11-01 21:07:46.866 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID '34ea0c92-f3c9-499a-b4eb-2aa9e908f95b' to execute at 2025-11-01T21:07:56.858183438
2025-11-01 21:07:46.866 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #7 to execute at 2025-11-01 21:07:56
2025-11-01 21:07:46.881 [MultiAppScheduler_Worker-13] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-5' for app 'sms' with entity ID: 88245901-cf6e-431e-99ef-c6cd4e26a062
2025-11-01 21:07:46.882 [MultiAppScheduler_Worker-13] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:07:46.882 [MultiAppScheduler_Worker-13] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-5' for app 'sms' produced to queue 'sms-notifications' successfully in 0 ms
2025-11-01 21:07:46.973 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'payment_gateway'
2025-11-01 21:07:46.990 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'payment-job-3' for app 'payment_gateway' to execute at 2025-11-01T21:08:04.859072
2025-11-01 21:07:46.992 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sipcall'
2025-11-01 21:07:47.007 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sipcall-job-4' for app 'sipcall' to execute at 2025-11-01T21:07:57.858793
